Clave del Capitulo;Nombre capitulo;Partida Fracción;Nombre;Fecha Inicio de Vigencia;Fecha Fin de Vigencia;Estatus activo
85;"Máquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios de estos aparatos";04;Transformadores eléctricos, convertidores eléctricos estáticos (por ejemplo, rectificadores) y bobinas de reactancia (autoinducción).;1/11/11;NULL;SI
84;"Reactores nucleares, calderas, máquinas, aparatos y artefactos mecánicos; partes de estas máquinas o aparatos";04;"Aparatos auxiliares para las calderas de las partidas 84.02 u 84.03 (por ejemplo: economizadores, recalentadores, deshollinadores o recuperadores de gas); condensadores para máquinas de vapor.";1/11/11;NULL;SI
91;Aparatos de relojería y sus partes;04;Relojes de tablero de instrumentos y relojes similares, para automóviles, aeronaves, barcos o demás vehículos.;1/11/11;NULL;SI
93;Armas, municiones, y sus partes y accesorios;04;Las demás armas (por ejemplo: armas largas y pistolas de muelle (resorte), aire comprimido o gas, porras), excepto las de la partida 93.07.;1/11/11;NULL;SI
94;"Muebles; mobiliario medicoquirúrgico; artículos de cama y similares; aparatos de alumbrado no expresados ni comprendidos en otra parte; anuncios, letreros y placas indicadoras, luminosos y artículos similares; construcciones prefabricadas";04;"Somieres; artículos de cama y artículos similares (por ejemplo: colchones, cubrepiés, edredones, cojines, pufes, almohadas), bien con muelles (resortes), bien rellenos o guarnecidos interiormente con cualquier materia, incluidos los de caucho o plástico c";1/11/11;NULL;SI
95;"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";04;"Consolas y máquinas de videojuegos, artículos para juegos de sociedad, incluidos los juegos con motor o mecanismo, billares, mesas especiales para juegos de casino y juegos de bolos automáticos (""bowlings"").";1/11/11;NULL;SI
48;"Papel y cartón; manufacturas de pasta de celulosa, de papel o cartón";04;Papel y cartón Kraft, sin estucar ni recubrir, en bobinas (rollos) o en hojas, excepto el de las partidas 48.02 ó 48.03.;1/11/11;NULL;SI
49;"Productos editoriales, de la prensa y de las demás industrias gráficas; textos manuscritos o mecanografiados y planos";04;Música manuscrita o impresa, incluso con ilustraciones o encuadernada.;1/11/11;NULL;SI
50;Seda;04;Hilados de seda (excepto los hilados de desperdicios de seda) sin acondicionar para la venta al por menor.;1/11/11;NULL;SI
51;"Lana y pelo fino u ordinario; hilados y tejidos de crin";04;Hilachas de lana o de pelo fino u ordinario.;1/11/11;NULL;SI
52;Algodón;04;Hilo de coser de algodón, incluso acondicionado para la venta al por menor.;1/11/11;NULL;SI
54;"Filamentos sintéticos o artificiales; tiras y formas similares de materia textil sintética o artificial";04;"Monofilamentos sintéticos de título superior o igual a 67 decitex y cuya mayor dimensión de la sección transversal sea inferior o igual a 1 mm; tiras y formas similares (por ejemplo, paja artificial) de materia textil sintética, de anchura aparente inferi";1/11/11;NULL;SI
55;Fibras sintéticas o artificiales discontinuas;04;Fibras artificiales discontinuas, sin cardar, peinar ni transformar de otro modo para la hilatura.;1/11/11;NULL;SI
56;"Guata, fieltro y tela sin tejer; hilados especiales; cordeles, cuerdas y cordajes; artículos de cordelería.";04;"Hilos y cuerdas de caucho revestidos de textiles; hilados textiles, tiras y formas similares de las partidas 54.04 ó 54.05, impregnados, recubiertos, revestidos o enfundados con caucho o plástico.";1/11/11;NULL;SI
57;Alfombras y demás revestimientos para el suelo, de materia textil;04;Alfombras y demás revestimientos para el suelo, de fieltro, excepto los de mechón insertado y los flocados, incluso confeccionados.;1/11/11;NULL;SI
58;"Tejidos especiales; superficies textiles con mechón insertado; encajes; tapicería; pasamanería; bordados";04;"Tul, tul-bobinot y tejidos de mallas anudadas; encajes en pieza, en tiras o en aplicaciones, excepto los productos de las partidas 60.02 a 60.06.";1/11/11;NULL;SI
59;"Telas impregnadas, recubiertas, revestidas o estratificadas; artículos técnicos de materia textil";04;"Linóleo, incluso cortado; revestimientos para el suelo formados por un recubrimiento o revestimiento aplicado sobre un soporte textil, incluso cortados.";1/11/11;NULL;SI
10;Cereales;04;Avena.;1/11/11;NULL;SI
11;"Productos de la molinería; malta; almidón y fécula; inulina; gluten de trigo";04;"Granos de cereales trabajados de otro modo (por ejemplo: mondados, aplastados, en copos, perlados, troceados o quebrantados), excepto el arroz de la partida 10.06; germen de cereales entero, aplastado, en copos o molido.";1/11/11;NULL;SI
12;"Semillas y frutos oleaginosos; semillas y frutos diversos; plantas industriales o medicinales; paja y forraje";04;Semilla de lino, incluso quebrantada.;1/11/11;NULL;SI
14;Materias trenzables y demás productos de origen vegetal, no expresados ni comprendidos en otra parte;04;Productos vegetales no expresados ni comprendidos en otra parte.;1/11/11;NULL;SI
15;"Grasas y aceites animales o vegetales; productos de su desdoblamiento; grasas alimenticias elaboradas; ceras de origen animal o vegetal";04;Grasas y aceites, y sus fracciones, de pescado o de mamíferos marinos, incluso refinados, pero sin modificar químicamente.;1/11/11;NULL;SI
35;"Materias albuminoideas; productos a base de almidón o de fécula modificados; colas; enzimas";04;"Peptonas y sus derivados; las demás materias proteínicas y sus derivados, no expresados ni comprendidos en otra parte; polvo de cueros y pieles, incluso tratado al cromo.";1/11/11;NULL;SI
36;"Pólvora y explosivos; artículos de pirotecnia; fósforos (cerillas); aleaciones pirofóricas; materias inflamables";04;Artículos para fuegos artificiales, cohetes de señales o granífugos y similares, petardos y demás artículos de pirotecnia.;1/11/11;NULL;SI
38;Productos diversos de las industrias químicas;04;"Lejías residuales de la fabricación de pastas de celulosa, aunque estén concentradas, desazucaradas o tratadas químicamente, incluidos los lignosulfonatos, excepto el ""tall oil"" de la partida 38.03.";1/11/11;NULL;SI
41;Pieles (excepto la peletería) y cueros;04;"Cueros y pieles curtidos o ""crust"", de bovino (incluido el búfalo) o de equino, depilados, incluso divididos pero sin otra preparación.";1/11/11;NULL;SI
43;"Peletería y confecciones de peletería; peletería facticia o artificial";04;Peletería facticia o artificial y artículos de peletería facticia o artificial.;1/11/11;NULL;SI
44;Madera, carbón vegetal y manufacturas de madera;04;"Flejes de madera; rodrigones hendidos; estacas y estaquillas de madera, apuntadas, sin aserrar longitudinalmente; madera simplemente desbastada o redondeada, pero sin tornear, curvar ni trabajar de otro modo, para bastones, paraguas, mangos de herramienta";1/11/11;NULL;SI
45;Corcho y sus manufacturas;04;Corcho aglomerado (incluso con aglutinante) y manufacturas de corcho aglomerado.;1/11/11;NULL;SI
47;"Pasta de madera o de las demás materias fibrosas celulósicas; papel o cartón para reciclar (desperdicios y desechos)";04;Pasta química de madera al sulfito, excepto la pasta para disolver.;1/11/11;NULL;SI
31;Abonos;05;"Abonos minerales o químicos, con dos o tres de los elementos fertilizantes: nitrógeno, fósforo y potasio; los demás abonos; productos de este Capítulo en tabletas o formas similares o en envases de un peso bruto inferior o igual a 10 kg.";1/11/11;NULL;SI
32;"Extractos curtientes o tintóreos; taninos y sus derivados; pigmentos y demás materias colorantes; pinturas y barnices; mástiques; tintas";05;"Lacas colorantes; preparaciones a que se refiere la Nota 3 de este Capítulo a base de lacas colorantes.";1/11/11;NULL;SI
33;"Aceites esenciales y resinoides; preparaciones de perfumería, de tocador o de cosmética";05;Preparaciones capilares.;1/11/11;NULL;SI
01;Animales vivos;05;Gallos, gallinas, patos, gansos, pavos (gallipavos) y pintadas, de las especies domésticas, vivos.;1/11/11;NULL;SI
39;Plástico y sus manufacturas;05;"Polímeros de acetato de vinilo o de otros ésteres vinílicos, en formas primarias; los demás polímeros vinílicos en formas primarias.";1/11/11;NULL;SI
40;Caucho y sus manufacturas;05;Caucho mezclado sin vulcanizar, en formas primarias o en placas, hojas o tiras.;1/11/11;NULL;SI
16;Preparaciones de carne, pescado o de crustáceos, moluscos o demás invertebrados acuáticos;05;Crustáceos, moluscos y demás invertebrados acuáticos, preparados o conservados.;1/11/11;NULL;SI
18;Cacao y sus preparaciones;05;Cacao en polvo sin adición de azúcar ni otro edulcorante.;1/11/11;NULL;SI
19;"Preparaciones a base de cereales, harina, almidón, fécula o leche; productos de pastelería";05;"Productos de panadería, pastelería o galletería, incluso con adición de cacao; hostias, sellos vacíos de los tipos utilizados para medicamentos, obleas para sellar, pastas secas de harina, almidón o fécula, en hojas, y productos similares.";1/11/11;NULL;SI
20;Preparaciones de hortalizas, frutas u otros frutos o demás partes de plantas;05;Las demás hortalizas preparadas o conservadas (excepto en vinagre o en ácido acético), sin congelar, excepto los productos de la partida 20.06.;1/11/11;NULL;SI
21;Preparaciones alimenticias diversas;05;Helados, incluso con cacao.;1/11/11;NULL;SI
08;"Frutas y frutos comestibles; cortezas de agrios (cítricos), melones o sandías";05;Agrios (cítricos) frescos o secos.;1/11/11;NULL;SI
02;Carne y despojos comestibles;05;Carne de animales de las especies caballar, asnal o mular, fresca, refrigerada o congelada.;1/11/11;NULL;SI
03;Pescados y crustáceos, moluscos y demás invertebrados acuáticos;05;"Pescado seco, salado o en salmuera; pescado ahumado, incluso cocido antes o durante el ahumado; harina, polvo y ""pellets"" de pescado, aptos para la alimentación humana.";1/11/11;NULL;SI
04;"Leche y productos lácteos; huevos de ave; miel natural; productos comestibles de origen animal, no expresados ni comprendidos en otra parte";05;"Mantequilla y demás materias grasas de la leche; pastas lácteas para untar.";1/11/11;NULL;SI
05;Los demás productos de origen animal no expresados ni comprendidos en otra parte;05;"Pieles y demás partes de ave, con sus plumas o plumón, plumas y partes de plumas (incluso recortadas) y plumón, en bruto o simplemente limpiados, desinfectados o preparados para su conservación; polvo y desperdicios de plumas o de partes de plumas.";1/11/11;NULL;SI
07;Hortalizas, plantas, raíces y tubérculos alimenticios;05;Lechugas (Lactuca sativa) y achicorias, comprendidas la escarola y la endibia (Cichorium spp.), frescas o refrigeradas.;1/11/11;NULL;SI
22;Bebidas, líquidos alcohólicos y vinagre;05;Vermut y demás vinos de uvas frescas preparados con plantas o sustancias aromáticas.;1/11/11;NULL;SI
23;"Residuos y desperdicios de las industrias alimentarias; alimentos preparados para animales";05;"Tortas y demás residuos sólidos de la extracción del aceite de cacahuate (cacahuete, maní), incluso molidos o en ""pellets"".";1/11/11;NULL;SI
25;"Sal; azufre; tierras y piedras; yesos, cales y cementos";05;Arenas naturales de cualquier clase, incluso coloreadas, excepto las arenas metalíferas del Capítulo 26.;1/11/11;NULL;SI
26;Minerales metalíferos, escorias y cenizas;05;Minerales de cobalto y sus concentrados.;1/11/11;NULL;SI
27;"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales";05;Gas de hulla, gas de agua, gas pobre y gases similares, excepto el gas de petróleo y demás hidrocarburos gaseosos.;1/11/11;NULL;SI
28;"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de metal precioso, de elementos radiactivos, de metales de las tierras raras o de isótopos";05;"Metales alcalinos o alcalinotérreos; metales de las tierras raras, escandio e itrio, incluso mezclados o aleados entre sí; mercurio.";1/11/11;NULL;SI
64;"Calzado, polainas y artículos análogos; partes de estos artículos";05;Los demás calzados.;1/11/11;NULL;SI
65;Sombreros, demás tocados, y sus partes;05;"Sombreros y demás tocados, de punto o confeccionados con encaje, fieltro u otro producto textil, en pieza (pero no en tiras), incluso guarnecidos; redecillas para el cabello, de cualquier materia, incluso guarnecidas.";1/11/11;NULL;SI
68;Manufacturas de piedra, yeso fraguable, cemento, amianto (asbesto), mica o materias análogas;05;Abrasivos naturales o artificiales en polvo o gránulos con soporte de materia textil, papel, cartón u otras materias, incluso recortados, cosidos o unidos de otra forma.;1/11/11;NULL;SI
69;Productos cerámicos;05;Tejas, elementos de chimenea, conductos de humo, ornamentos arquitectónicos y demás artículos cerámicos de construcción.;1/11/11;NULL;SI
70;Vidrio y sus manufacturas;05;Vidrio flotado y vidrio desbastado o pulido por una o las dos caras, en placas u hojas, incluso con capa absorbente, reflectante o antirreflectante, pero sin trabajar de otro modo.;1/11/11;NULL;SI
71;"Perlas naturales o cultivadas, piedras preciosas o semipreciosas, metales preciosos, chapados de metal precioso (plaqué) y manufacturas de estas materias; bisutería; monedas";05;Polvo de piedras preciosas o semipreciosas, naturales o sintéticas.;1/11/11;NULL;SI
72;Fundición, hierro y acero;05;Granallas y polvo, de fundición en bruto, de fundición especular, de hierro o acero.;1/11/11;NULL;SI
73;Manufacturas de fundición, hierro o acero;05;Los demás tubos (por ejemplo: soldados o remachados) de sección circular con diámetro exterior superior a 406.4 mm, de hierro o acero.;1/11/11;NULL;SI
74;Cobre y sus manufacturas;05;Aleaciones madre de cobre.;1/11/11;NULL;SI
75;Níquel y sus manufacturas;05;Barras, perfiles y alambre, de níquel.;1/11/11;NULL;SI
76;Aluminio y sus manufacturas;05;Alambre de aluminio.;1/11/11;NULL;SI
96;Manufacturas diversas;05;Juegos o surtidos de viaje para aseo personal, costura o limpieza del calzado o de prendas de vestir.;1/11/11;NULL;SI
97;Objetos de arte o colección y antigüedades;05;Colecciones y especímenes para colecciones de zoología, botánica, mineralogía o anatomía o que tengan interés histórico, arqueológico, paleontológico, etnográfico o numismático.;1/11/11;NULL;SI
